"Project Number","Package Number","Area/ WBS No.","Discipline","Document Type","Sequential Number","Revision","Document Number","Sht. %23 of %23","Area / Facility","Major Description","Broad Type","Full Title","Due Date","IFR Transmittal Date","IFC/IFU Transmittal Date","PPE Doc Status","% Complete","As Built Required (Y/N)","Certified Final Required (Y/N)","Tag Number (if any)","Comments","RDMC Document Number","PPE Doc Number","Rev A Transmittal Date","Rev 0 Transmittal Date","Aconex Doc Status","Aconex Review Status","Doc Owner","Main Group","Sub Group","BH","Drawing Pack","SourceSite","SourceFile","SourceTable","ImportBatchID","RowKey","ImportedOn","ImportVersion","Modified","FileLink","DocKey"
"6105A","K125","6,242","E","LAY","10","A","6105AK125-6242-E-LAY-0010",,"33/220 kV Power Station Substation","Instrument Transformer (VT) Dimentional","Layout","33/220 kV Power Station Substation - Instrument Transformer (VT) Dimentional - Layout","3/25/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-lay-0010_a"
"6105A","K125","6,242","E","RPT","10","A","6105AK125-6242-E-RPT-0010",,"33/220 kV Power Station Substation","Instrument Transformer (VT) FAT","Report","33/220 kV Power Station Substation - Instrument Transformer (VT) FAT - Report","11/15/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-rpt-0010_a"
"6105A","K125","6,242","E","DST","9","A","6105AK125-6242-E-DST-0009",,"33/220 kV Power Station Substation","AC Panel Technical","Data Sheet","33/220 kV Power Station Substation - AC Panel Technical - Data Sheet","5/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-dst-0009_a"
"6105A","K125","6,242","E","DIA","21","A","6105AK125-6242-E-DIA-0021",,"33/220 kV Power Station Substation","AC Panel Schematics","Diagram","33/220 kV Power Station Substation - AC Panel Schematics - Diagram","5/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-dia-0021_a"
"6105A","K125","6,242","E","RPT","11","A","6105AK125-6242-E-RPT-0011",,"33/220 kV Power Station Substation","AC Panel FAT","Report","33/220 kV Power Station Substation - AC Panel FAT - Report","11/30/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-rpt-0011_a"
"6105A","K125","6,242","E","DST","10","A","6105AK125-6242-E-DST-0010",,"33/220 kV Power Station Substation","DC Panel Technical","Data Sheet","33/220 kV Power Station Substation - DC Panel Technical - Data Sheet","5/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-dst-0010_a"
"6105A","K125","6,242","E","DIA","22","A","6105AK125-6242-E-DIA-0022",,"33/220 kV Power Station Substation","DC Panel Schematics","Diagram","33/220 kV Power Station Substation - DC Panel Schematics - Diagram","5/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-dia-0022_a"
"6105A","K125","6,242","E","RPT","12","A","6105AK125-6242-E-RPT-0012",,"33/220 kV Power Station Substation","DC Panel FAT","Report","33/220 kV Power Station Substation - DC Panel FAT - Report","11/30/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-rpt-0012_a"
"6105A","K125","6,242","E","DST","11","A","6105AK125-6242-E-DST-0011",,"33/220 kV Power Station Substation","Battery Bank Technical","Data Sheet","33/220 kV Power Station Substation - Battery Bank Technical - Data Sheet","4/20/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-dst-0011_a"
"6105A","K125","6,242","E","DIA","23","A","6105AK125-6242-E-DIA-0023",,"33/220 kV Power Station Substation","Battery Bank (Connection/Fuse Box)","Diagram","33/220 kV Power Station Substation - Battery Bank (Connection/Fuse Box) - Diagram","4/20/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-dia-0023_a"
"6105A","K125","6,242","E","SPC","1","A","6105AK125-6242-E-SPC-0001",,"33/220 kV Power Station Substation","Battery Bank Details / Rack Design","Specification","33/220 kV Power Station Substation - Battery Bank Details / Rack Design - Specification","4/20/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-spc-0001_a"
"6105A","K125","6,242","E","ITP","7","A","6105AK125-6242-E-ITP-0007",,"33/220 kV Power Station Substation","Battery Bank Inspection and Test","Plan","33/220 kV Power Station Substation - Battery Bank Inspection and Test - Plan","9/1/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-itp-0007_a"
"6105A","K125","6,242","E","RPT","13","A","6105AK125-6242-E-RPT-0013",,"33/220 kV Power Station Substation","Battery Bank FAT","Report","33/220 kV Power Station Substation - Battery Bank FAT - Report","11/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-rpt-0013_a"
"6105A","K125","6,242","E","DST","12","A","6105AK125-6242-E-DST-0012",,"33/220 kV Power Station Substation","Battery Charger Technical","Data Sheet","33/220 kV Power Station Substation - Battery Charger Technical - Data Sheet","5/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-dst-0012_a"
"6105A","K125","6,242","E","DIA","24","A","6105AK125-6242-E-DIA-0024",,"33/220 kV Power Station Substation","Battery Charger Schematic","Diagram","33/220 kV Power Station Substation - Battery Charger Schematic - Diagram","5/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-dia-0024_a"
"6105A","K125","6,242","E","ITP","8","A","6105AK125-6242-E-ITP-0008",,"33/220 kV Power Station Substation","Battery Charger Inspection and Test","Plan","33/220 kV Power Station Substation - Battery Charger Inspection and Test - Plan","9/1/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-itp-0008_a"
"6105A","K125","6,242","E","RPT","14","A","6105AK125-6242-E-RPT-0014",,"33/220 kV Power Station Substation","Battery Charger FAT","Report","33/220 kV Power Station Substation - Battery Charger FAT - Report","11/16/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-rpt-0014_a"
"6105A","K125","6,242","E","DST","13","A","6105AK125-6242-E-DST-0013",,"33/220 kV Power Station Substation","Inverter Technical","Data Sheet","33/220 kV Power Station Substation - Inverter Technical - Data Sheet","4/20/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-dst-0013_a"
"6105A","K125","6,242","E","DST","14","A","6105AK125-6242-E-DST-0014",,"33/220 kV Power Station Substation","Post Insulator Technical","Data Sheet","33/220 kV Power Station Substation - Post Insulator Technical - Data Sheet","4/21/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-dst-0014_a"
"6105A","K125","6,242","E","LAY","11","A","6105AK125-6242-E-LAY-0011",,"33/220 kV Power Station Substation","Post Insulator Outline & Dimentional","Layout","33/220 kV Power Station Substation - Post Insulator Outline & Dimentional - Layout","4/21/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-lay-0011_a"
"6105A","K125","6,242","E","RPT","15","A","6105AK125-6242-E-RPT-0015",,"33/220 kV Power Station Substation","Post Insulator FAT","Report","33/220 kV Power Station Substation - Post Insulator FAT - Report","1/15/2027 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-rpt-0015_a"
"6105A","K125","6,242","E","DST","15","A","6105AK125-6242-E-DST-0015",,"33/220 kV Power Station Substation","Disc Insulator Technical","Data Sheet","33/220 kV Power Station Substation - Disc Insulator Technical - Data Sheet","4/21/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-dst-0015_a"
"6105A","K125","6,242","E","LAY","12","A","6105AK125-6242-E-LAY-0012",,"33/220 kV Power Station Substation","Disc Insulator Outline & Dimentional","Layout","33/220 kV Power Station Substation - Disc Insulator Outline & Dimentional - Layout","4/21/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-lay-0012_a"
"6105A","K125","6,242","E","RPT","16","A","6105AK125-6242-E-RPT-0016",,"33/220 kV Power Station Substation","Disc Insulator FAT","Report","33/220 kV Power Station Substation - Disc Insulator FAT - Report","1/15/2027 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-rpt-0016_a"
"6105A","K125","6,242","E","SSD","1","A","6105AK125-6242-E-SSD-0001",,"33/220 kV Power Station Substation","Steel Structure","Drawing","33/220 kV Power Station Substation - Steel Structure - Drawing","7/1/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-ssd-0001_a"
"6105A","K125","6,242","E","SPC","2","A","6105AK125-6242-E-SPC-0002",,"33/220 kV Power Station Substation","Termination Kit Outdoor Termination & Joints","Specification","33/220 kV Power Station Substation - Termination Kit Outdoor Termination & Joints - Specification","10/21/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-spc-0002_a"
"6105A","K125","6,242","E","DST","16","A","6105AK125-6242-E-DST-0016",,"33/220 kV Power Station Substation","Cables & Conductors Technical","Data Sheet","33/220 kV Power Station Substation - Cables & Conductors Technical - Data Sheet","9/9/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-dst-0016_a"
"6105A","K125","6,242","E","SPC","3","A","6105AK125-6242-E-SPC-0003",,"33/220 kV Power Station Substation","Grounding Technical Documentation","Specification","33/220 kV Power Station Substation - Grounding Technical Documentation - Specification","9/24/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-spc-0003_a"
"6105A","K125","6,242","E","SPC","4","A","6105AK125-6242-E-SPC-0004",,"33/220 kV Power Station Substation","Hardware & Connector Technical Documentation","Specification","33/220 kV Power Station Substation - Hardware & Connector Technical Documentation - Specification","7/24/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-spc-0004_a"
"6105A","K125","6,242","D","DBD","1","A","6105AK125-6242-D-DBD-0001",,"33/220 kV Power Station Substation","Civil Design Criteria ","Design Basis and Criteria","33/220 kV Power Station Substation - Civil Design Criteria  - Design Basis and Criteria","2/25/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-d-dbd-0001_a"
"6105A","K125","6,242","C","LAY","1","A","6105AK125-6242-C-LAY-0001",,"33/220 kV Power Station Substation","PTR & Fire wall ","Layout","33/220 kV Power Station Substation - PTR & Fire wall  - Layout","10/9/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-c-lay-0001_a"
"6105A","K125","6,242","C","LAY","2","A","6105AK125-6242-C-LAY-0002",,"33/220 kV Power Station Substation","220 kV Gantry Foundation Design ","Layout","33/220 kV Power Station Substation - 220 kV Gantry Foundation Design  - Layout","7/29/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-c-lay-0002_a"
"6105A","K125","6,242","C","LAY","3","A","6105AK125-6242-C-LAY-0003",,"33/220 kV Power Station Substation","220 kV Switchyard Equipment Foundation ","Layout","33/220 kV Power Station Substation - 220 kV Switchyard Equipment Foundation  - Layout","8/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-c-lay-0003_a"
"6105A","K125","6,242","C","LAY","4","A","6105AK125-6242-C-LAY-0004",,"33/220 kV Power Station Substation","E- House foundation ","Layout","33/220 kV Power Station Substation - E- House foundation  - Layout","7/24/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-c-lay-0004_a"
"6105A","K125","6,242","C","LAY","5","A","6105AK125-6242-C-LAY-0005",,"33/220 kV Power Station Substation","DG Set foundation Design ","Layout","33/220 kV Power Station Substation - DG Set foundation Design  - Layout","7/13/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-c-lay-0005_a"
"6105A","K125","6,242","C","LAY","6","A","6105AK125-6242-C-LAY-0006",,"33/220 kV Power Station Substation","Trench Layout and Section ","Layout","33/220 kV Power Station Substation - Trench Layout and Section  - Layout","7/29/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-c-lay-0006_a"
"6105A","K125","6,242","C","LAY","7","A","6105AK125-6242-C-LAY-0007",,"33/220 kV Power Station Substation","Surface Drainage Layout Plan & Section","Layout","33/220 kV Power Station Substation - Surface Drainage Layout Plan & Section - Layout","8/28/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-c-lay-0007_a"
"6105A","K125","6,242","C","LAY","8","A","6105AK125-6242-C-LAY-0008",,"33/220 kV Power Station Substation","Fence Wall design","Layout","33/220 kV Power Station Substation - Fence Wall design - Layout","9/18/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-c-lay-0008_a"
"6105A","K125","6,242","W","LAY","1","A","6105AK125-6242-W-LAY-0001",,"33/220 kV Power Station Substation","Road Layout and Section ","Layout","33/220 kV Power Station Substation - Road Layout and Section  - Layout","10/9/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-w-lay-0001_a"
"6105A","K125","6,242","C","LAY","9","A","6105AK125-6242-C-LAY-0009",,"33/220 kV Power Station Substation","NGR & ET Foundation","Layout","33/220 kV Power Station Substation - NGR & ET Foundation - Layout","6/19/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-c-lay-0009_a"
"6105A","K125","6,242","C","LAY","10","A","6105AK125-6242-C-LAY-0010",,"33/220 kV Power Station Substation","Light Pole foundation","Layout","33/220 kV Power Station Substation - Light Pole foundation - Layout","10/9/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-c-lay-0010_a"
"6105A","K125","6,242","C","LAY","11","A","6105AK125-6242-C-LAY-0011",,"33/220 kV Power Station Substation","Transformer-way ","Layout","33/220 kV Power Station Substation - Transformer-way  - Layout","7/17/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-c-lay-0011_a"
"6105A","K125","6,242","C","LAY","12","A","6105AK125-6242-C-LAY-0012",,"33/220 kV Power Station Substation","Aux-trafo Foundation","Layout","33/220 kV Power Station Substation - Aux-trafo Foundation - Layout","7/20/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-c-lay-0012_a"
"6105A","K125","6,242","C","LAY","13","A","6105AK125-6242-C-LAY-0013",,"33/220 kV Power Station Substation","Duct banks Details","Layout","33/220 kV Power Station Substation - Duct banks Details - Layout","7/29/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-c-lay-0013_a"
"6105A","K125","6,242","C","DTL","1","A","6105AK125-6242-C-DTL-0001",,"33/220 kV Power Station Substation","Gravel layout Plan","Civil","33/220 kV Power Station Substation - Gravel layout Plan - Civil","9/15/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-c-dtl-0001_a"
"6105A","K125","6,242","E","LAY","13","A","6105AK125-6242-E-LAY-0013",,"33/220 kV Power Station Substation","Outdoor Lighting","Layout","33/220 kV Power Station Substation - Outdoor Lighting - Layout","9/15/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6242-e-lay-0013_a"
"6105A","K125","6,243","E","SLD","1","A","6105AK125-6243-E-SLD-0001","Sht. 1 of 1","220/33 kV Plant Main Substation","Overall","Single Line Diagram","220/33 kV Plant Main Substation - Overall - Single Line Diagram","2/4/2026 12:00 AM","2/10/2026 12:00 AM",,,,,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-sld-0001_a"
"6105A","K125","6,243","E","LAY","1","A","6105AK125-6243-E-LAY-0001",,"220/33 kV Plant Main Substation","Equipment","Layout","220/33 kV Plant Main Substation - Equipment - Layout","4/30/2026 12:00 AM","2/13/2026 12:00 AM",,,"33%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-lay-0001_a"
"6105A","K125","6,243","E","LAY","2","A","6105AK125-6243-E-LAY-0002",,"220/33 kV Plant Main Substation","E-House","Layout","220/33 kV Plant Main Substation - E-House - Layout","6/11/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-lay-0002_a"
"6105A","K125","6,243","E","LAY","3","A","6105AK125-6243-E-LAY-0003",,"220/33 kV Plant Main Substation","Foundation and Trench","Layout","220/33 kV Plant Main Substation - Foundation and Trench - Layout","6/17/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-lay-0003_a"
"6105A","K125","6,243","E","LAY","4","A","6105AK125-6243-E-LAY-0004",,"220/33 kV Plant Main Substation","Cable Tray","Layout","220/33 kV Plant Main Substation - Cable Tray - Layout","7/29/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-lay-0004_a"
"6105A","K125","6,243","E","LAY","5","A","6105AK125-6243-E-LAY-0005",,"220/33 kV Plant Main Substation","Buried Earthing","Layout","220/33 kV Plant Main Substation - Buried Earthing - Layout","8/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-lay-0005_a"
"6105A","K125","6,243","E","LAY","6","A","6105AK125-6243-E-LAY-0006",,"220/33 kV Plant Main Substation","Indoor Earthing","Layout","220/33 kV Plant Main Substation - Indoor Earthing - Layout","9/10/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-lay-0006_a"
"6105A","K125","6,243","E","LAY","7","A","6105AK125-6243-E-LAY-0007",,"220/33 kV Plant Main Substation","Lightning Protection","Layout","220/33 kV Plant Main Substation - Lightning Protection - Layout","9/17/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-lay-0007_a"
"6105A","K125","6,243","E","CAL","1","A","6105AK125-6243-E-CAL-0001",,"220/33 kV Plant Main Substation","Earthing Design","Calculation","220/33 kV Plant Main Substation - Earthing Design - Calculation","8/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-cal-0001_a"
"6105A","K125","6,243","E","CAL","2","A","6105AK125-6243-E-CAL-0002",,"220/33 kV Plant Main Substation","Lightning Protection","Calculation","220/33 kV Plant Main Substation - Lightning Protection - Calculation","9/17/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-cal-0002_a"
"6105A","K125","6,243","E","CAL","3","A","6105AK125-6243-E-CAL-0003",,"220/33 kV Plant Main Substation","LVAC Cable Sizing","Calculation","220/33 kV Plant Main Substation - LVAC Cable Sizing - Calculation","7/13/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-cal-0003_a"
"6105A","K125","6,243","E","CAL","4","A","6105AK125-6243-E-CAL-0004",,"220/33 kV Plant Main Substation","LVDC Cable Sizing","Calculation","220/33 kV Plant Main Substation - LVDC Cable Sizing - Calculation","7/13/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-cal-0004_a"
"6105A","K125","6,243","E","CAL","5","A","6105AK125-6243-E-CAL-0005",,"220/33 kV Plant Main Substation","MV Cable Sizing","Calculation","220/33 kV Plant Main Substation - MV Cable Sizing - Calculation","6/12/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-cal-0005_a"
"6105A","K125","6,243","E","SLD","2","A","6105AK125-6243-E-SLD-0002",,"220/33 kV Plant Main Substation","220kV Protection Concept","Single Line Diagram","220/33 kV Plant Main Substation - 220kV Protection Concept - Single Line Diagram","4/7/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-sld-0002_a"
"6105A","K125","6,243","E","LST","1","A","6105AK125-6243-E-LST-0001",,"220/33 kV Plant Main Substation","220kV Relay ","List","220/33 kV Plant Main Substation - 220kV Relay  - List","2/19/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-lst-0001_a"
"6105A","K125","6,243","E","CAL","6","A","6105AK125-6243-E-CAL-0006",,"220/33 kV Plant Main Substation","220kV CT/VT Dimensioning","Calculation","220/33 kV Plant Main Substation - 220kV CT/VT Dimensioning - Calculation","4/21/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-cal-0006_a"
"6105A","K125","6,243","E","DIA","1","A","6105AK125-6243-E-DIA-0001",,"220/33 kV Plant Main Substation","220kV Protection Trip Logic ","Diagram","220/33 kV Plant Main Substation - 220kV Protection Trip Logic  - Diagram","3/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dia-0001_a"
"6105A","K125","6,243","E","DIA","2","A","6105AK125-6243-E-DIA-0002",,"220/33 kV Plant Main Substation","220kV Interlocking Logic","Diagram","220/33 kV Plant Main Substation - 220kV Interlocking Logic - Diagram","6/12/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dia-0002_a"
