"Project Number","Package Number","Area/ WBS No.","Discipline","Document Type","Sequential Number","Revision","Document Number","Sht. %23 of %23","Area / Facility","Major Description","Broad Type","Full Title","Due Date","IFR Transmittal Date","IFC/IFU Transmittal Date","PPE Doc Status","% Complete","As Built Required (Y/N)","Certified Final Required (Y/N)","Tag Number (if any)","Comments","RDMC Document Number","PPE Doc Number","Rev A Transmittal Date","Rev 0 Transmittal Date","Aconex Doc Status","Aconex Review Status","Doc Owner","Main Group","Sub Group","BH","Drawing Pack","SourceSite","SourceFile","SourceTable","ImportBatchID","RowKey","ImportedOn","ImportVersion","Modified","FileLink","DocKey"
"6105A","K125","6,243","E","LAY","8","A","6105AK125-6243-E-LAY-0008",,"220/33 kV Plant Main Substation","Power Transformer Dimensional","Layout","220/33 kV Plant Main Substation - Power Transformer Dimensional - Layout","3/31/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-lay-0008_a"
"6105A","K125","6,243","E","ITP","1","A","6105AK125-6243-E-ITP-0001",,"220/33 kV Plant Main Substation","Power Transformer Inspection and Test ","Plan","220/33 kV Plant Main Substation - Power Transformer Inspection and Test  - Plan","11/1/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-itp-0001_a"
"6105A","K125","6,243","E","RPT","1","A","6105AK125-6243-E-RPT-0001",,"220/33 kV Plant Main Substation","Power Transformer (Lot - 1) Factory Acceptance Test","Report","220/33 kV Plant Main Substation - Power Transformer (Lot - 1) Factory Acceptance Test - Report","1/6/2027 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-rpt-0001_a"
"6105A","K125","6,243","E","DIA","12","A","6105AK125-6243-E-DIA-0012",,"220/33 kV Plant Main Substation","Power Transformer FCP & MDU Schematics","Diagram","220/33 kV Plant Main Substation - Power Transformer FCP & MDU Schematics - Diagram","5/1/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dia-0012_a"
"6105A","K125","6,243","E","DIA","13","A","6105AK125-6243-E-DIA-0013",,"220/33 kV Plant Main Substation","Power Transformer AVR/RTCC Schematics","Diagram","220/33 kV Plant Main Substation - Power Transformer AVR/RTCC Schematics - Diagram","5/1/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dia-0013_a"
"6105A","K125","6,243","E","DST","2","A","6105AK125-6243-E-DST-0002",,"220/33 kV Plant Main Substation","Earthing Tranformer Technical","Data Sheet","220/33 kV Plant Main Substation - Earthing Tranformer Technical - Data Sheet","5/27/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0002_a"
"6105A","K125","6,243","E","DIA","14","A","6105AK125-6243-E-DIA-0014",,"220/33 kV Plant Main Substation","Earthing Transformer Dimensional","Diagram","220/33 kV Plant Main Substation - Earthing Transformer Dimensional - Diagram","5/27/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dia-0014_a"
"6105A","K125","6,243","E","ITP","2","A","6105AK125-6243-E-ITP-0002",,"220/33 kV Plant Main Substation","Earthing Transformer Inspection and Test","Plan","220/33 kV Plant Main Substation - Earthing Transformer Inspection and Test - Plan","11/1/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-itp-0002_a"
"6105A","K125","6,243","E","RPT","2","A","6105AK125-6243-E-RPT-0002",,"220/33 kV Plant Main Substation","Earthing Transformer Routine Test","Report","220/33 kV Plant Main Substation - Earthing Transformer Routine Test - Report","1/31/2027 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-rpt-0002_a"
"6105A","K125","6,243","E","DST","3","A","6105AK125-6243-E-DST-0003",,"220/33 kV Plant Main Substation","NGR Technical","Data Sheet","220/33 kV Plant Main Substation - NGR Technical - Data Sheet","5/27/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0003_a"
"6105A","K125","6,243","E","DIA","15","A","6105AK125-6243-E-DIA-0015",,"220/33 kV Plant Main Substation","NGR Dimensional","Diagram","220/33 kV Plant Main Substation - NGR Dimensional - Diagram","5/27/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dia-0015_a"
"6105A","K125","6,243","E","ITP","3","A","6105AK125-6243-E-ITP-0003",,"220/33 kV Plant Main Substation","NGR Inspection and Test","Plan","220/33 kV Plant Main Substation - NGR Inspection and Test - Plan","9/1/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-itp-0003_a"
"6105A","K125","6,243","E","RPT","3","A","6105AK125-6243-E-RPT-0003",,"220/33 kV Plant Main Substation","NGR Routine Test","Report","220/33 kV Plant Main Substation - NGR Routine Test - Report","11/20/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-rpt-0003_a"
"6105A","K125","6,243","E","DST","4","A","6105AK125-6243-E-DST-0004",,"220/33 kV Plant Main Substation","220kV Surge Arrester Technical","Data Sheet","220/33 kV Plant Main Substation - 220kV Surge Arrester Technical - Data Sheet","4/22/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0004_a"
"6105A","K125","6,243","E","DIA","16","A","6105AK125-6243-E-DIA-0016",,"220/33 kV Plant Main Substation","220kV Surge Arrester Dimensional","Diagram","220/33 kV Plant Main Substation - 220kV Surge Arrester Dimensional - Diagram","4/22/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dia-0016_a"
"6105A","K125","6,243","E","ITP","4","A","6105AK125-6243-E-ITP-0004",,"220/33 kV Plant Main Substation","220kV Surge Arrester Inspection and Test","Plan","220/33 kV Plant Main Substation - 220kV Surge Arrester Inspection and Test - Plan","9/1/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-itp-0004_a"
"6105A","K125","6,243","E","RPT","4","A","6105AK125-6243-E-RPT-0004",,"220/33 kV Plant Main Substation","220kV Surge Arrester FAT","Report","220/33 kV Plant Main Substation - 220kV Surge Arrester FAT - Report","11/12/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-rpt-0004_a"
"6105A","K125","6,243","E","DST","5","A","6105AK125-6243-E-DST-0005",,"220/33 kV Plant Main Substation","220kV Circuit Breaker Technical","Data Sheet","220/33 kV Plant Main Substation - 220kV Circuit Breaker Technical - Data Sheet","3/30/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0005_a"
"6105A","K125","6,243","E","DIA","17","A","6105AK125-6243-E-DIA-0017",,"220/33 kV Plant Main Substation","220kV Circuit Breaker Outline & Schematic","Diagram","220/33 kV Plant Main Substation - 220kV Circuit Breaker Outline & Schematic - Diagram","3/30/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dia-0017_a"
"6105A","K125","6,243","E","ITP","5","A","6105AK125-6243-E-ITP-0005",,"220/33 kV Plant Main Substation","220kV Circuit Breaker Inspection and Test","Plan","220/33 kV Plant Main Substation - 220kV Circuit Breaker Inspection and Test - Plan","9/1/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-itp-0005_a"
"6105A","K125","6,243","E","RPT","5","A","6105AK125-6243-E-RPT-0005",,"220/33 kV Plant Main Substation","220kV Circuit Breaker FAT","Report","220/33 kV Plant Main Substation - 220kV Circuit Breaker FAT - Report","11/15/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-rpt-0005_a"
"6105A","K125","6,243","E","DST","6","A","6105AK125-6243-E-DST-0006",,"220/33 kV Plant Main Substation","Isolator / Disconnector Technical","Data Sheet","220/33 kV Plant Main Substation - Isolator / Disconnector Technical - Data Sheet","3/30/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0006_a"
"6105A","K125","6,243","E","DIA","18","A","6105AK125-6243-E-DIA-0018",,"220/33 kV Plant Main Substation","Isolator / Disconnector Outline & Schematics","Diagram","220/33 kV Plant Main Substation - Isolator / Disconnector Outline & Schematics - Diagram","3/30/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dia-0018_a"
"6105A","K125","6,243","E","ITP","6","A","6105AK125-6243-E-ITP-0006",,"220/33 kV Plant Main Substation","Isolator / Disconnector Inspection and Test","Plan","220/33 kV Plant Main Substation - Isolator / Disconnector Inspection and Test - Plan","9/1/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-itp-0006_a"
"6105A","K125","6,243","E","RPT","6","A","6105AK125-6243-E-RPT-0006",,"220/33 kV Plant Main Substation","Isolator / Disconnector FAT","Report","220/33 kV Plant Main Substation - Isolator / Disconnector FAT - Report","11/15/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-rpt-0006_a"
"6105A","K125","6,243","E","DST","7","A","6105AK125-6243-E-DST-0007",,"220/33 kV Plant Main Substation","Instrument Transformer (CT) Technical","Data Sheet","220/33 kV Plant Main Substation - Instrument Transformer (CT) Technical - Data Sheet","3/25/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0007_a"
"6105A","K125","6,243","E","LAY","9","A","6105AK125-6243-E-LAY-0009",,"220/33 kV Plant Main Substation","Instrument Transformer (CT) Dimentional","Layout","220/33 kV Plant Main Substation - Instrument Transformer (CT) Dimentional - Layout","3/25/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-lay-0009_a"
"6105A","K125","6,243","E","RPT","7","A","6105AK125-6243-E-RPT-0007",,"220/33 kV Plant Main Substation","Instrument Transformer (CT) FAT","Report","220/33 kV Plant Main Substation - Instrument Transformer (CT) FAT - Report","11/15/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-rpt-0007_a"
"6105A","K125","6,243","E","DST","8","A","6105AK125-6243-E-DST-0008",,"220/33 kV Plant Main Substation","Instrument Transformer (VT) Technical","Data Sheet","220/33 kV Plant Main Substation - Instrument Transformer (VT) Technical - Data Sheet","3/25/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0008_a"
"6105A","K125","6,243","E","LAY","10","A","6105AK125-6243-E-LAY-0010",,"220/33 kV Plant Main Substation","Instrument Transformer (VT) Dimentional","Layout","220/33 kV Plant Main Substation - Instrument Transformer (VT) Dimentional - Layout","3/25/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-lay-0010_a"
"6105A","K125","6,243","E","RPT","8","A","6105AK125-6243-E-RPT-0008",,"220/33 kV Plant Main Substation","Instrument Transformer (VT) FAT","Report","220/33 kV Plant Main Substation - Instrument Transformer (VT) FAT - Report","11/15/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-rpt-0008_a"
"6105A","K125","6,243","E","DST","9","A","6105AK125-6243-E-DST-0009",,"220/33 kV Plant Main Substation","AC Panel Technical","Data Sheet","220/33 kV Plant Main Substation - AC Panel Technical - Data Sheet","5/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0009_a"
"6105A","K125","6,243","E","DIA","19","A","6105AK125-6243-E-DIA-0019",,"220/33 kV Plant Main Substation","AC Panel Schematics","Diagram","220/33 kV Plant Main Substation - AC Panel Schematics - Diagram","5/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dia-0019_a"
"6105A","K125","6,243","E","RPT","9","A","6105AK125-6243-E-RPT-0009",,"220/33 kV Plant Main Substation","AC Panel FAT","Report","220/33 kV Plant Main Substation - AC Panel FAT - Report","11/30/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-rpt-0009_a"
"6105A","K125","6,243","E","DST","10","A","6105AK125-6243-E-DST-0010",,"220/33 kV Plant Main Substation","DC Panel Technical","Data Sheet","220/33 kV Plant Main Substation - DC Panel Technical - Data Sheet","5/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0010_a"
"6105A","K125","6,243","E","DIA","20","A","6105AK125-6243-E-DIA-0020",,"220/33 kV Plant Main Substation","DC Panel Schematics","Diagram","220/33 kV Plant Main Substation - DC Panel Schematics - Diagram","5/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dia-0020_a"
"6105A","K125","6,243","E","RPT","10","A","6105AK125-6243-E-RPT-0010",,"220/33 kV Plant Main Substation","DC Panel FAT","Report","220/33 kV Plant Main Substation - DC Panel FAT - Report","11/30/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-rpt-0010_a"
"6105A","K125","6,243","E","DST","11","A","6105AK125-6243-E-DST-0011",,"220/33 kV Plant Main Substation","Battery Bank Technical","Data Sheet","220/33 kV Plant Main Substation - Battery Bank Technical - Data Sheet","4/20/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0011_a"
"6105A","K125","6,243","E","DIA","21","A","6105AK125-6243-E-DIA-0021",,"220/33 kV Plant Main Substation","Battery Bank (Connection/Fuse Box)","Diagram","220/33 kV Plant Main Substation - Battery Bank (Connection/Fuse Box) - Diagram","4/20/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dia-0021_a"
"6105A","K125","6,243","E","SPC","1","A","6105AK125-6243-E-SPC-0001",,"220/33 kV Plant Main Substation","Battery Bank Details / Rack Design","Specification","220/33 kV Plant Main Substation - Battery Bank Details / Rack Design - Specification","4/20/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-spc-0001_a"
"6105A","K125","6,243","E","ITP","7","A","6105AK125-6243-E-ITP-0007",,"220/33 kV Plant Main Substation","Battery Bank Inspection and Test","Plan","220/33 kV Plant Main Substation - Battery Bank Inspection and Test - Plan","9/1/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-itp-0007_a"
"6105A","K125","6,243","E","RPT","11","A","6105AK125-6243-E-RPT-0011",,"220/33 kV Plant Main Substation","Battery Bank FAT","Report","220/33 kV Plant Main Substation - Battery Bank FAT - Report","11/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-rpt-0011_a"
"6105A","K125","6,243","E","DST","12","A","6105AK125-6243-E-DST-0012",,"220/33 kV Plant Main Substation","Battery Charger Technical","Data Sheet","220/33 kV Plant Main Substation - Battery Charger Technical - Data Sheet","5/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0012_a"
"6105A","K125","6,243","E","DIA","22","A","6105AK125-6243-E-DIA-0022",,"220/33 kV Plant Main Substation","Battery Charger Schematic","Diagram","220/33 kV Plant Main Substation - Battery Charger Schematic - Diagram","5/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dia-0022_a"
"6105A","K125","6,243","E","ITP","8","A","6105AK125-6243-E-ITP-0008",,"220/33 kV Plant Main Substation","Battery Charger Inspection and Test","Plan","220/33 kV Plant Main Substation - Battery Charger Inspection and Test - Plan","9/1/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-itp-0008_a"
"6105A","K125","6,243","E","RPT","12","A","6105AK125-6243-E-RPT-0012",,"220/33 kV Plant Main Substation","Battery Charger FAT","Report","220/33 kV Plant Main Substation - Battery Charger FAT - Report","11/16/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-rpt-0012_a"
"6105A","K125","6,243","E","DST","13","A","6105AK125-6243-E-DST-0013",,"220/33 kV Plant Main Substation","Inverter Technical","Data Sheet","220/33 kV Plant Main Substation - Inverter Technical - Data Sheet","4/20/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0013_a"
"6105A","K125","6,243","E","DST","14","A","6105AK125-6243-E-DST-0014",,"220/33 kV Plant Main Substation","Post Insulator Technical","Data Sheet","220/33 kV Plant Main Substation - Post Insulator Technical - Data Sheet","4/21/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0014_a"
"6105A","K125","6,243","E","LAY","11","A","6105AK125-6243-E-LAY-0011",,"220/33 kV Plant Main Substation","Post Insulator Outline & Dimentional","Layout","220/33 kV Plant Main Substation - Post Insulator Outline & Dimentional - Layout","4/21/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-lay-0011_a"
"6105A","K125","6,243","E","RPT","13","A","6105AK125-6243-E-RPT-0013",,"220/33 kV Plant Main Substation","Post Insulator FAT","Report","220/33 kV Plant Main Substation - Post Insulator FAT - Report","1/15/2027 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-rpt-0013_a"
"6105A","K125","6,243","E","DST","15","A","6105AK125-6243-E-DST-0015",,"220/33 kV Plant Main Substation","Disc Insulator Technical","Data Sheet","220/33 kV Plant Main Substation - Disc Insulator Technical - Data Sheet","4/21/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0015_a"
"6105A","K125","6,243","E","LAY","12","A","6105AK125-6243-E-LAY-0012",,"220/33 kV Plant Main Substation","Disc Insulator Outline & Dimentional","Layout","220/33 kV Plant Main Substation - Disc Insulator Outline & Dimentional - Layout","4/21/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-lay-0012_a"
"6105A","K125","6,243","E","RPT","14","A","6105AK125-6243-E-RPT-0014",,"220/33 kV Plant Main Substation","Disc Insulator FAT","Report","220/33 kV Plant Main Substation - Disc Insulator FAT - Report","1/15/2027 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-rpt-0014_a"
"6105A","K125","6,243","E","SSD","1","A","6105AK125-6243-E-SSD-0001",,"220/33 kV Plant Main Substation","Steel Structure","Drawing","220/33 kV Plant Main Substation - Steel Structure - Drawing","7/1/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-ssd-0001_a"
"6105A","K125","6,243","E","SPC","2","A","6105AK125-6243-E-SPC-0002",,"220/33 kV Plant Main Substation","Termination Kit Outdoor Termination & Joints","Specification","220/33 kV Plant Main Substation - Termination Kit Outdoor Termination & Joints - Specification","10/21/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-spc-0002_a"
"6105A","K125","6,243","E","DST","16","A","6105AK125-6243-E-DST-0016",,"220/33 kV Plant Main Substation","Cables & Conductors Technical","Data Sheet","220/33 kV Plant Main Substation - Cables & Conductors Technical - Data Sheet","9/9/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-dst-0016_a"
"6105A","K125","6,243","E","SPC","3","A","6105AK125-6243-E-SPC-0003",,"220/33 kV Plant Main Substation","Grounding Technical Documentation","Specification","220/33 kV Plant Main Substation - Grounding Technical Documentation - Specification","9/24/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-spc-0003_a"
"6105A","K125","6,243","E","SPC","4","A","6105AK125-6243-E-SPC-0004",,"220/33 kV Plant Main Substation","Hardware & Connector Technical Documentation","Specification","220/33 kV Plant Main Substation - Hardware & Connector Technical Documentation - Specification","7/24/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-e-spc-0004_a"
"6105A","K125","6,243","C","DBD","1","A","6105AK125-6243-C-DBD-0001",,"220/33 kV Plant Main Substation","Civil Design Criteria ","Design Basis and Criteria","220/33 kV Plant Main Substation - Civil Design Criteria  - Design Basis and Criteria","2/25/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-c-dbd-0001_a"
"6105A","K125","6,243","C","LAY","1","A","6105AK125-6243-C-LAY-0001",,"220/33 kV Plant Main Substation","PTR & Fire wall ","Layout","220/33 kV Plant Main Substation - PTR & Fire wall  - Layout","10/9/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-c-lay-0001_a"
"6105A","K125","6,243","C","LAY","2","A","6105AK125-6243-C-LAY-0002",,"220/33 kV Plant Main Substation","220 kV Gantry Foundation Design ","Layout","220/33 kV Plant Main Substation - 220 kV Gantry Foundation Design  - Layout","7/29/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-c-lay-0002_a"
"6105A","K125","6,243","C","LAY","3","A","6105AK125-6243-C-LAY-0003",,"220/33 kV Plant Main Substation","220 kV Switchyard Equipment Foundation ","Layout","220/33 kV Plant Main Substation - 220 kV Switchyard Equipment Foundation  - Layout","8/5/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-c-lay-0003_a"
"6105A","K125","6,243","C","LAY","4","A","6105AK125-6243-C-LAY-0004",,"220/33 kV Plant Main Substation","E- House foundation ","Layout","220/33 kV Plant Main Substation - E- House foundation  - Layout","7/24/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-c-lay-0004_a"
"6105A","K125","6,243","C","LAY","5","A","6105AK125-6243-C-LAY-0005",,"220/33 kV Plant Main Substation","Trench Layout and Section ","Layout","220/33 kV Plant Main Substation - Trench Layout and Section  - Layout","7/29/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-c-lay-0005_a"
"6105A","K125","6,243","C","LAY","6","A","6105AK125-6243-C-LAY-0006",,"220/33 kV Plant Main Substation","Surface Drainage Layout Plan & Section","Layout","220/33 kV Plant Main Substation - Surface Drainage Layout Plan & Section - Layout","8/28/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-c-lay-0006_a"
"6105A","K125","6,243","C","LAY","7","A","6105AK125-6243-C-LAY-0007",,"220/33 kV Plant Main Substation","Fence Wall Design","Layout","220/33 kV Plant Main Substation - Fence Wall Design - Layout","9/18/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-c-lay-0007_a"
"6105A","K125","6,243","W","LAY","1","A","6105AK125-6243-W-LAY-0001",,"220/33 kV Plant Main Substation","Road Layout and Section ","Layout","220/33 kV Plant Main Substation - Road Layout and Section  - Layout","10/9/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-w-lay-0001_a"
"6105A","K125","6,243","C","LAY","8","A","6105AK125-6243-C-LAY-0008",,"220/33 kV Plant Main Substation","NGR & ET Foundation","Layout","220/33 kV Plant Main Substation - NGR & ET Foundation - Layout","9/19/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-c-lay-0008_a"
"6105A","K125","6,243","C","LAY","9","A","6105AK125-6243-C-LAY-0009",,"220/33 kV Plant Main Substation","Light Pole Foundation","Layout","220/33 kV Plant Main Substation - Light Pole Foundation - Layout","10/9/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-c-lay-0009_a"
"6105A","K125","6,243","C","LAY","10","A","6105AK125-6243-C-LAY-0010",,"220/33 kV Plant Main Substation","Transformer-way ","Layout","220/33 kV Plant Main Substation - Transformer-way  - Layout","7/17/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-c-lay-0010_a"
"6105A","K125","6,243","C","DTL","1","A","6105AK125-6243-C-DTL-0001",,"220/33 kV Plant Main Substation","Duct banks Details","Layout","220/33 kV Plant Main Substation - Duct banks Details - Layout","7/29/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-c-dtl-0001_a"
"6105A","K125","6,243","C","LAY","11","A","6105AK125-6243-C-LAY-0011",,"220/33 kV Plant Main Substation","Gravel layout Plan","Layout","220/33 kV Plant Main Substation - Gravel layout Plan - Layout","9/15/2026 12:00 AM",,,,"0%",,,"0",,,,,,,,,,,,,,,,,,,,"2/28/2026 6:04 PM",,"6105ak125-6243-c-lay-0011_a"
